Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
0.2,0,1,0,0,0.3886,0,0.427827364,0,1,0.900380586,0.038358242,0.015227058,0.414222086,0.031128405,0.004838435,0.5,??,??,0.764135462,??,??
0.4,0,1,0,0,0.664577778,0,0.12254697,0,1,0.898409425,0.039211349,0.016062525,0.526647212,0.147859922,0.010888471,0.5,??,??,0.844099657,??,??
0.6,0,1,0,0,0.8116,0,0,0,1,0.89575594,0.040285633,0.017113597,0.636461373,0.140077821,0.012875778,0.5,??,??,0.859316724,??,??
0.8,0,1,0,0,0.832577778,0,0.155334913,0,1,0.893860593,0.041391513,0.018164668,0.74151436,0.291828794,0.0140616,0.5,??,??,0.860361032,??,??
1,0,1,0,0.058234881,0.416284444,0.128782293,0.015533368,0,1,0.890979667,0.041897058,0.018730629,0.830901551,0.229571984,0.015106811,0.5,0.194012808,0.094623656,0.856631359,1.000002948,1.000068543
1.2,0,1,0,0.116591979,0.208142222,0.079074046,0.001553214,0,1,0.88908432,0.042118234,0.019027085,0.881738596,0.182879377,0.016152021,0.5,??,??,0.853498434,??,??
1.4,0,1,0,0.175255749,0.104071111,0.023721734,0.11636446,0,1,0.887340601,0.042181428,0.019215739,0.888803563,0.284046693,0.017230042,0.5,??,??,0.850813069,??,??
1.6,0,1,0,0.234202426,0.052035556,0.112717706,0.011636323,0,1,0.885521069,0.042181428,0.019323541,0.864229765,0.225680934,0.018350245,0.5,??,??,0.848276891,??,??
1.8,0,1,0,0.2932849,0.026017778,0.066856989,0.001163509,0,1,0.883701536,0.042149831,0.019431343,0.82399017,0.190661479,0.019522006,0.5,??,??,0.8458899,??,??
2,0,1,0,0.352412638,0.013008889,0.036627565,0.000116228,0,1,0.880744795,0.042086638,0.019512195,0.776992781,0.167315175,0.020754698,0.5,??,??,0.841563479,??,??
2.2,0,1,0,0.411551693,0.006504444,0.010987585,0.0643387,0,1,0.879304332,0.042055041,0.019566096,0.727998771,0.229571984,0.022043635,0.5,??,??,0.839325675,??,??
2.4,0,1,0,0,0,0.061958925,0.006433747,0,1,0.877181544,0.041960252,0.019619997,0.687452004,0.20233463,0.023388817,0.5,??,??,0.83664031,??,??
2.6,0,1,0,0,0,0.039662668,0.000643252,0,1,0.873997362,0.041865462,0.019673898,0.649055445,0.182879377,0.024790243,0.5,??,??,0.832015515,??,??
2.8,0,1,0,0,0.006409333,0.011899138,0.067507185,0,1,0.872026201,0.041802269,0.019727799,0.615420058,0.249027237,0.026252601,0.5,??,??,0.829031777,??,??
3,0,1,0,0,0.051617778,0.069339233,0.006750596,0,1,0.870055041,0.041802269,0.019835602,0.604054677,0.217898833,0.027771203,0.5,??,??,0.826495599,??,??
3.2,0,1,0.049295775,0,0.109831111,0.044748765,0.000674937,0,1,0.867553183,0.041897058,0.020078157,0.618798956,0.19844358,0.029355424,0.5,??,??,0.823362673,??,??
3.4,0,1,0.049295775,0,0.151013333,0.02935558,6.74E-05,0,1,0.86512714,0.042086638,0.020347662,0.6484411,0.190661479,0.031005263,0.5,??,??,0.820080561,??,??
3.6,0,1,0.049295775,0,0.157955556,0.021252774,6.61E-06,0,1,0.86179133,0.042276217,0.020644118,0.680540624,0.186770428,0.032711347,0.5,??,??,0.815306579,??,??
3.8,0,1,0.049295775,0,0.127942222,0.01789781,5.38E-07,0,1,0.858228078,0.042402604,0.020886673,0.698049455,0.190661479,0.034487737,0.5,??,??,0.810234223,??,??
4,0,1,0.049295775,0,0.077831111,0.017648461,0,0,1,0.853830874,0.042465797,0.021075327,0.692213178,0.194552529,0.036339119,0.5,??,??,0.803669999,??,??
4.2,0,1,0.049295775,0,0.034417778,0.018939147,0,0,1,0.849206229,0.042497393,0.021263981,0.662878206,0.19844358,0.038260807,0.5,??,??,0.798150082,??,??
4.4,0,1,0.049295775,0,0.025004889,0.02120781,0,0,1,0.84549135,0.042465797,0.021425684,0.629857165,0.20233463,0.0402528,0.5,??,??,0.792779353,??,??
4.6,0,1,0.049295775,0,0.053635556,0.023671659,0,0,1,0.84177647,0.04252899,0.021614338,0.612348334,0.206225681,0.042319787,0.5,??,??,0.787706997,??,??
4.8,0,1,0.049295775,0,0.102466667,0.027027646,0,0,1,0.838895544,0.04262378,0.021883843,0.614498541,0.210116732,0.044466453,0.5,??,??,0.783828137,??,??
5,0,1,0.049295775,0,0.14872,0.029601863,0,0,1,0.835635548,0.042781762,0.022180299,0.637997235,0.210116732,0.046692798,0.5,??,??,0.77980009,??,??
5.2,0,1,0.049295775,0,0.167635556,0.032981353,0,0,1,0.832451365,0.042939745,0.022503706,0.667485793,0.217898833,0.048994137,0,??,??,0.775921229,??,??
5.4,0,1,0.049295775,0,0.152648889,0.037134437,0,0,1,0.828509045,0.043097728,0.022800162,0.689602212,0.217898833,0.051379842,0,??,??,0.771296434,??,??
5.6,0,1,0.049295775,0,0.112146667,0.040819482,0,0,1,0.82449091,0.043192518,0.023042717,0.691598833,0.221789883,0.053845227,0,??,??,0.766224079,??,??
5.8,0,1,0.049295775,0,0.069506667,0.043777941,0,0,1,0.819563009,0.043224115,0.02323137,0.671171863,0.221789883,0.056399666,0,??,??,0.760107415,??,??
6,0,1,0.049295775,0,0.050591111,0.047293347,0,0,1,0.813876969,0.043224115,0.023393074,0.640915374,0.225680934,0.059052533,0,??,??,0.752648068,??,??
6.2,0,1,0.049295775,0,0.066475556,0.050891528,0,0,1,0.809024882,0.043224115,0.023581728,0.618491783,0.229571984,0.061813202,0,??,??,0.74623303,??,??
6.4,0,1,0.049295775,0,0.10816,0.055433964,0,0,1,0.803717912,0.043318904,0.023824282,0.615112886,0.229571984,0.064672298,0,??,??,0.739072057,??,??
