Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
0.2,0,1,0,0,0,0,0.110313173,0,1,0.905156859,0.040791178,0.021802992,0.685608969,0.151750973,0.004090383,0.5,??,??,0.761151723,??,??
0.4,0,1,0,0,0,0,0.038188447,0,1,0.903868023,0.040696389,0.021856893,0.655198894,0.182879377,0.009782329,0.5,??,??,0.844099657,??,??
0.6,0,1,0,0,0,0,0,0,1,0.902200118,0.040601599,0.021883843,0.625863923,0.175097276,0.011685269,0.5,??,??,0.861554528,??,??
0.8,0,1,0,0,0.033186222,0,0.05578051,0,1,0.900153144,0.040570002,0.021991645,0.612962679,0.225680934,0.012842969,0.5,??,??,0.862748023,??,??
1,0,1,0,0,0.081231111,0.042302288,0.005577928,0,1,0.89909175,0.040601599,0.022126398,0.622331439,0.20233463,0.013888179,0.5,0.194816652,0.07296467,0.861703715,1.00E+00,1.00E+00
1.2,0,1,0,0,0.118328889,0.023802465,0.00055767,0,1,0.898030356,0.040696389,0.022315052,0.650437721,0.186770428,0.014947451,0.5,??,??,0.860062659,??,??
1.4,0,1,0,0,0.122884444,0.009614941,5.56E-05,0,1,0.895680126,0.040759582,0.022530656,0.679311934,0.178988327,0.016053594,0.5,??,??,0.856332985,??,??
1.6,0,1,0,0,0.094204444,0.00288437,0.025120838,0,1,0.894163849,0.040822775,0.02269236,0.69252035,0.20233463,0.017211293,0.5,??,??,0.853349247,??,??
1.8,0,1,0,0,0.050404444,0.020702981,0.002511961,0,1,0.892192689,0.040822775,0.022800162,0.682998003,0.194552529,0.018415864,0.5,??,??,0.849917947,??,??
2,0,1,0,0,0.017705333,0.011556794,0.000251073,0,1,0.889160134,0.040759582,0.022854063,0.65658117,0.186770428,0.019676678,0.5,??,??,0.844845592,??,??
2.2,0,1,0,0,0.015471556,0.005881356,2.50E-05,0,1,0.887795485,0.040696389,0.022934914,0.629549992,0.186770428,0.020998425,0.5,??,??,0.841861853,??,??
2.4,0,1,0,0,0.044475556,0.003460018,2.38E-06,0,1,0.885369441,0.040664792,0.023042717,0.617877438,0.190661479,0.022376416,0.5,??,??,0.837833806,??,??
2.6,0,1,0,0,0.086897778,0.003210056,1.15E-07,0,1,0.883701536,0.040696389,0.023177469,0.628321302,0.190661479,0.023815338,0.5,??,??,0.83470088,??,??
2.8,0,1,0,0,0.117008889,0.004330592,0,0,1,0.881502934,0.040791178,0.023366123,0.650898479,0.194552529,0.025319879,0.5,??,??,0.831269581,??,??
3,0,1,0,0,0.121217778,0.006470288,0,0,1,0.879152704,0.040885968,0.023581728,0.67700814,0.19844358,0.026880665,0.5,??,??,0.827241534,??,??
3.2,0,1,0.049295775,0,0.095248889,0.009011906,0,0,1,0.877257358,0.040980758,0.023797332,0.689295039,0.20233463,0.028502382,0.5,??,??,0.823959421,??,??
3.4,0,1,0.049295775,0,0.055222222,0.011774463,0,0,1,0.8747555,0.041012354,0.023959035,0.67823683,0.206225681,0.030189717,0.5,??,??,0.820080561,??,??
3.6,0,1,0.049295775,0,0.028053333,0.01482183,0,0,1,0.872632712,0.041012354,0.024093788,0.651052066,0.210116732,0.031942672,0.5,??,??,0.816649262,??,??
3.8,0,1,0.049295775,0,0.032343556,0.018115479,0,0,1,0.870585738,0.041012354,0.024228541,0.626478268,0.214007782,0.033770619,0.5,??,??,0.813367149,??,??
4,0,1,0.049295775,0,0.064857778,0.021372339,0,0,1,0.86808388,0.041075547,0.024390244,0.620334818,0.217898833,0.035664185,0.5,??,??,0.809637476,??,??
4.2,0,1,0.049295775,0,0.104391111,0.024858109,0,0,1,0.864444815,0.041170337,0.024659749,0.631085855,0.221789883,0.037632743,0.5,??,??,0.805161868,??,??
4.4,0,1,0.049295775,0,0.131346667,0.029405654,0,0,1,0.861412261,0.04132832,0.024956205,0.652895101,0.225680934,0.039676294,0.5,??,??,0.800387886,??,??
4.6,0,1,0.049295775,0,0.133257778,0.034894388,0,0,1,0.858986217,0.041454706,0.025252661,0.675933036,0.229571984,0.041790151,0.5,??,??,0.796359839,??,??
4.8,0,1,0.049295775,0,0.108444444,0.039805737,0,0,1,0.856332732,0.041581093,0.025522167,0.68438028,0.229571984,0.043974313,0.5,??,??,0.792480979,??,??
5,0,1,0.049295775,0,0.07404,0.043839256,0,0,1,0.852693667,0.041644286,0.025764722,0.672707725,0.233463035,0.046238155,0.5,??,??,0.787110249,??,??
5.2,0,1,0.049295775,0,0.053302222,0.047893214,0,0,1,0.849509484,0.041644286,0.025926425,0.649976962,0.237354086,0.048591051,0,??,??,0.78218708,??,??
5.4,0,1,0.049295775,0,0.058791111,0.052865878,0,0,1,0.846325302,0.041644286,0.026115079,0.62924282,0.237354086,0.051023627,0,??,??,0.777413099,??,??
5.6,0,1,0.049295775,0,0.088088889,0.057420577,0,0,1,0.843065306,0.041707479,0.026330683,0.622485025,0.241245136,0.053549943,0,??,??,0.772639117,??,??
5.8,0,1,0.049295775,0,0.125155556,0.06415912,0,0,1,0.839198799,0.041802269,0.026600189,0.633082476,0.245136187,0.056170001,0,??,??,0.766820826,??,??
6,0,1,0.049295775,0,0.149884444,0.069909465,0,0,1,0.835559734,0.041960252,0.026896645,0.651205652,0.241245136,0.058874425,0,??,??,0.761151723,??,??
6.2,0,1,0.049295775,0,0.153768889,0.072512296,0,0,1,0.83116253,0.042086638,0.027193101,0.668253724,0.245136187,0.061667903,0,??,??,0.754289124,??,??
6.4,0,1,0.049295775,0,0.137995556,0.077111959,0,0,1,0.827371837,0.042213024,0.027462606,0.676086623,0.245136187,0.064550435,0,??,??,0.748620021,??,??
6.6,0,1,0.049295775,0,0.113177778,0.082666096,0,0,1,0.823960213,0.042307814,0.027705161,0.669636001,0.249027237,0.067531395,0,??,??,0.743846039,??,??
6.8,0,1,0.049295775,0,0.095817778,0.08756927,0,0,1,0.819108126,0.042371007,0.027947716,0.652434342,0.249027237,0.070624844,0,??,??,0.737132627,??,??
7,0,1,0.049295775,0,0.09844,0.092500035,0,0,1,0.814256039,0.0424342,0.02816332,0.635079097,0.249027237,0.073826095,0,??,??,0.730120841,??,??
7.2,0,1,0.049295775,0,0.120973333,0.098327025,0,0,1,0.810010462,0.04252899,0.028432826,0.625249578,0.252918288,0.077144522,0,??,??,0.723705803,??,??
7.4,0,1,0.049295775,0,0.154782222,0.103571519,0,0,1,0.805234189,0.042686973,0.028729282,0.629857165,0.252918288,0.080575438,0,??,??,0.716992391,??,??
7.6,0,1,0.049295775,0,0.183297778,0.107812489,0,0,1,0.799472336,0.042876552,0.029052688,0.640608202,0.252918288,0.084137591,0,??,??,0.70878711,??,??
7.8,0,1,0.049295775,0,0.199337778,0.115211192,0,0,1,0.794241179,0.043066132,0.029403045,0.655045308,0.252918288,0.087821607,0,??,??,0.70102939,??,??
8,0,1,0.049295775,0,0.198853333,0.11907405,0,0,1,0.789692347,0.043287308,0.029753403,0.662263861,0.249027237,0.0916228,0,??,??,0.694465165,??,??
8.2,0.266666667,1,0.049295775,0,0.19004,0.121179206,0,0,1,0.797122106,0.043476887,0.03010376,0.664721241,0.249027237,0.065984671,0,??,??,0.743249291,??,??
8.4,0.266666667,1,0.049295775,0,0.178426667,0.125542806,0,0,1,0.792118391,0.043666467,0.030427166,0.663646137,0.256809339,0.065722196,0,??,??,0.746531404,??,??
8.6,0.266666667,1,0.049295775,0,0.168048889,0.134770746,0,0,1,0.786887234,0.043824449,0.030750573,0.655198894,0.260700389,0.068403185,0,??,??,0.742503357,??,??
8.8,0.266666667,1,0.049295775,0,0.167453333,0.142680409,0,0,1,0.780291428,0.043982432,0.031047029,0.643987099,0.26459144,0.071515382,0,??,??,0.735491571,??,??
9,0.266666667,1,0.049295775,0,0.179702222,0.153267503,0,0,1,0.774529575,0.044172012,0.031370435,0.633850407,0.272373541,0.074786939,0,??,??,0.729822468,??,??
9.2,0.266666667,1,0.049295775,0,0.203613333,0.164835641,0,0,1,0.768691908,0.044393188,0.031747743,0.631085855,0.276264591,0.078185045,0,??,??,0.724004177,??,??
9.4,0.266666667,1,0.049295775,0,0.230742222,0.174155554,0,0,1,0.761944474,0.04464596,0.032125051,0.636000614,0.280155642,0.081705015,0,??,??,0.716694018,??,??
9.6,0.266666667,1,0.049295775,0,0.252133333,0.183802482,0,0,1,0.756713317,0.04493033,0.032556259,0.641529719,0.276264591,0.085342161,0,??,??,0.712367597,??,??
9.8,0.266666667,1,0.049295775,0,0.26728,0.188114985,0,0,1,0.748980304,0.045246295,0.032987468,0.649516203,0.26848249,0.089110544,0,??,??,0.703863942,??,??
10,0.266666667,1,0.049295775,0,0.273053333,0.188595288,0,0,1,0.741853801,0.045530664,0.033418677,0.657195515,0.260700389,0.093000791,0,??,??,0.695807847,??,??
10.2,0.266666667,1,0.049295775,0,0.270102222,0.186582105,0,0,1,0.734348228,0.04584663,0.033849885,0.662571034,0.256809339,0.097022274,0,??,??,0.688348501,??,??
10.4,0.266666667,1,0.049295775,0,0.260826667,0.190138387,0,0,1,0.7265394,0.046162596,0.034281094,0.661803102,0.256809339,0.101184369,0,??,??,0.679994033,??,??
10.6,0.266666667,1,0.049295775,0,0.252488889,0.195166235,0,0,1,0.718503131,0.046446965,0.034712303,0.657349102,0.26459144,0.105491762,0,??,??,0.672087125,??,??
10.8,0.266666667,1,0.049295775,0,0.249253333,0.205324123,0,0,1,0.710542676,0.046731334,0.035116561,0.648748272,0.26848249,0.109953828,0,??,??,0.664329405,??,??
11,0.266666667,1,0.049295775,0,0.256,0.21690248,0,0,1,0.702961289,0.047015703,0.03554777,0.640915374,0.272373541,0.114556505,0,??,??,0.65627331,??,??
11.2,0.266666667,1,0.049295775,0,0.271813333,0.225599022,0,0,1,0.697578505,0.047331669,0.035978979,0.637843649,0.272373541,0.119276358,0,??,??,0.65045502,??,??
11.4,0.266666667,1,0.049295775,0,0.29108,0.23254808,0,0,1,0.695455717,0.047647635,0.036437138,0.63738289,0.276264591,0.124080578,0,??,??,0.64463673,??,??
11.6,0.266666667,1,0.049295775,0,0.311053333,0.243063639,0,0,1,0.756940759,0.048026794,0.036922248,0.658117033,0.256809339,0.128673881,0,??,??,0.675220051,??,??
11.8,0.266666667,1,0.049295775,0,0.306782222,0.233038601,0,0,1,0.785901654,0.048374356,0.037407357,0.711257871,0.194552529,0.131959498,0,??,??,0.741011487,??,??
12,0.266666667,1,0.049295775,0,0.240871111,0.179919184,0,0,1,0.784916074,0.048658725,0.037811616,0.752572569,0.147859922,0.134645174,0,0.215860865,0.132718894,0.75205132,1.00E+00,1.082162492
12.2,0.266666667,1,0.154929577,0.058635479,0.120435556,0.053975684,0.272423969,0,1,0.75656169,0.048848305,0.038188923,0.735217325,0.451361868,0.137523019,0,??,??,0.728032224,??,??
12.4,0.266666667,1,0.154929577,0.117791508,0.060217778,0.32395885,0.027242274,0,1,0.753150066,0.048974691,0.038485379,0.685455383,0.357976654,0.140668026,0,??,??,0.718782635,??,??
